"id";"SupportingDocURL";"SupportingDocName";"PageURL";"SupportingMaterialDescription";"MeetingIDValue";"ItemID";"FileID"
"186";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=24781";"SOURCE WATER PROTECTION ISSUES AND ACTIONS 2012 - 19 - Document 2 - Part A - Mississippi Rideau.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=119224";"SOURCE WATER PROTECTION ISSUES AND ACTIONS 2012";"2362";"119224";"24781"
"187";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=24782";"SOURCE WATER PROTECTION ISSUES AND ACTIONS 2012 - 19 - Document 2 - Part B - Raisin South Nation.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=119224";"SOURCE WATER PROTECTION ISSUES AND ACTIONS 2012";"2362";"119224";"24782"
"188";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40185";"NEPEAN NATIONAL EQUESTRIAN PARK - 07 - Nepean National Equestrian Park - ACS2012-COS-PRC-0008 - formatted.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126920";"NEPEAN NATIONAL EQUESTRIAN PARK";"2487";"126920";"40185"
"189";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40186";"NEPEAN NATIONAL EQUESTRIAN PARK - 07a - Draft Minute Extract.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126920";"NEPEAN NATIONAL EQUESTRIAN PARK";"2487";"126920";"40186"
"190";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40187";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION  - 09 - ACS2012-PAI-PGM-0154 - 26 June version.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126921";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION AND PUBLIC ART IMPLEMENTATION PLAN";"2487";"126921";"40187"
"191";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40188";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION  - 09a - Document 1 - Implementation Plan_Heritage and Algonquin Interpretation and Public Art.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126921";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION AND PUBLIC ART IMPLEMENTATION PLAN";"2487";"126921";"40188"
"192";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40189";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION  - 09b - Document 2.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126921";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION AND PUBLIC ART IMPLEMENTATION PLAN";"2487";"126921";"40189"
"193";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40190";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION  - 09c - CP 124_Ltr_Schepers_190612 (Final) (2).pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126921";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION AND PUBLIC ART IMPLEMENTATION PLAN";"2487";"126921";"40190"
"194";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40191";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION  - 09d - Draft Minute Extract.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126921";"LANSDOWNE – HERITAGE AND ALGONQUIN INTERPRETATION AND PUBLIC ART IMPLEMENTATION PLAN";"2487";"126921";"40191"
"195";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40192";"LOBBYIST REGISTRY - UPDATE - 01 - ACS2012-CMR-CCB-0033.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126925";"LOBBYIST REGISTRY - UPDATE";"2487";"126925";"40192"
"196";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40193";"LOBBYIST REGISTRY - UPDATE - 01A - ACS2011-CMR-CCB-0091.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126925";"LOBBYIST REGISTRY - UPDATE";"2487";"126925";"40193"
"197";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40194";"LOBBYIST REGISTRY - UPDATE - 01b - Draft Minute Extract.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126925";"LOBBYIST REGISTRY - UPDATE";"2487";"126925";"40194"
"198";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40195";"INTEGRITY COMMISSIONER - 02 - ACS2012-CMR-CCB-0034.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126926";"INTEGRITY COMMISSIONER";"2487";"126926";"40195"
"199";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40196";"INTEGRITY COMMISSIONER - 02 - Draft Minute Extract.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126926";"INTEGRITY COMMISSIONER";"2487";"126926";"40196"
"200";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40197";"ZONING – 96 NEPEAN STREET - 01 - ACS2012-PAI-PGM-0120_96 Nepean.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126927";"ZONING – 96 NEPEAN STREET";"2487";"126927";"40197"
"201";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40198";"APPLICATION TO ALTER 19 KINDLE COURT, A PROPERTY P - 02 - ACS2012-PAI-PGM-0152_Kindle.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126952";"APPLICATION TO ALTER 19 KINDLE COURT, A PROPERTY PROTECTED UNDER THE ONTARIO HERITAGE ACT AND LOCATED IN THE BRIARCLIFFE HERITAGE CONSERVATION DISTRICT STUDY AREA";"2487";"126952";"40198"
"202";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40199";"APPLICATION TO ALTER 216 CATHCART STREET, A PROPER - 03 - ACS2012-PAI-PGM-0134_Cathcart.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126953";"APPLICATION TO ALTER 216 CATHCART STREET, A PROPERTY LOCATED IN THE LOWERTOWN WEST HERITAGE CONSERVATION DISTRICT";"2487";"126953";"40199"
"203";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40200";"APPLICATION FOR NEW CONSTRUCTION AT 165 CRICHTON S - 06 - ACS2012-PAI-PGM-0136_Crichton.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126954";"APPLICATION FOR NEW CONSTRUCTION AT 165 CRICHTON STREET, A PROPERTY DESIGNATED UNDER PART V OF THE ONTARIO HERITAGE ACT AND LOCATED IN THE NEW EDINBURGH HERITAGE CONSERVATION DISTRICT";"2487";"126954";"40200"
"204";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40201";"OFFICIAL PLAN AND ZONING BY-LAW AMENDMENT – VARIOU - 08 - ACS2012-PAI-PGM-0047_Var Address.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126955";"OFFICIAL PLAN AND ZONING BY-LAW AMENDMENT – VARIOUS ADDRESSES";"2487";"126955";"40201"
"205";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40202";"ZONING - 486 AND 500 PRESTON STREET - 11 - ACS2012-PAI-PGM-0165_Preston.docx";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126956";"ZONING - 486 AND 500 PRESTON STREET";"2487";"126956";"40202"
"206";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40203";"STATEMENT OF WORK TO REVIEW AND UPDATE THE 2013 OF - 14 - ACS2012-PAI-PGM-0170_Statement of Work.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126957";"STATEMENT OF WORK TO REVIEW AND UPDATE THE 2013 OFFICIAL PLAN AND INFRASTRUCTURE MASTER PLAN";"2487";"126957";"40203"
"207";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40204";"EXEMPTION FROM THE DEMOLITION CONTROL BY-LAW FOR T - 10 - ACS2012-PAI-PGM-0159_Richmond Woodroffe.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126958";"EXEMPTION FROM THE DEMOLITION CONTROL BY-LAW FOR THE BUILDINGS LOCATED AT 927 AND 929 RICHMOND ROAD AND 108 WOODROFFE AVENUE";"2487";"126958";"40204"
"208";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40205";"ZONING - 1680 VIMONT COURT - 01 - ACS2012-PAI-PGM-0180_Vimont.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126960";"ZONING - 1680 VIMONT COURT";"2487";"126960";"40205"
"209";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40206";"ZONING - 6024 RENAUD ROAD - 02 - ACS2012-PAI-PGM-0175_Renaud .pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126961";"ZONING - 6024 RENAUD ROAD";"2487";"126961";"40206"
"210";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40207";"ZONING – 5611 FERNBANK ROAD - 03 - ACS2012-PAI-PGM-0174_5611 Fernbank.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126962";"ZONING – 5611 FERNBANK ROAD";"2487";"126962";"40207"
"211";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40208";"ZONING – 1008 SHEFFORD ROAD - 04 - ACS2012-PAI-PGM-0166_Shefford.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126963";"ZONING – 1008 SHEFFORD ROAD";"2487";"126963";"40208"
"212";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40209";"ZONING AND COMMUNITY DESIGN PLAN REVISION - 222 BE - 05 - ACS2012-PAI-PGM-0182_Beechwood.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126964";"ZONING AND COMMUNITY DESIGN PLAN REVISION - 222 BEECHWOOD AVENUE, 8 AND 10 JOLLIET AVENUE AND 9 MARQUETTE AVENUE";"2487";"126964";"40209"
"213";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40210";"ZONING – 968 ST. LAURENT BOULEVARD - 06 - ASC2012-PAI-PGM-0171_St Laurent.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126966";"ZONING – 968 ST. LAURENT BOULEVARD";"2487";"126966";"40210"
"214";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40211";"ZONING – 1050 SOMERSET STREET WEST - 07 - ACS2012-PAI-PGM-0177_Somerset.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126967";"ZONING – 1050 SOMERSET STREET WEST";"2487";"126967";"40211"
"215";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40212";"ZONING – 505, 573 AND 605 INDUSTRIAL AVENUE - 08 - ACS2012-PAI-PGM-0178_Industrial.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126968";"ZONING – 505, 573 AND 605 INDUSTRIAL AVENUE";"2487";"126968";"40212"
"216";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40213";"ZONING - 3699A AND 3701 JOCKVALE ROADAND PART OF 3 - 09 - ACS2012-PAI-PGM-0153_Jockvale.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126969";"ZONING - 3699A AND 3701 JOCKVALE ROADAND PART OF 3760 PRINCE OF WALES DRIVE";"2487";"126969";"40213"
"217";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40214";"ZONING – 5306 AND 5358 FERNBANK ROAD - 10 - ACS2012-PAI-PGM-0147_5306-5358 Fernbank.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126970";"ZONING – 5306 AND 5358 FERNBANK ROAD";"2487";"126970";"40214"
"218";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40215";"ZONING – 2 LASER STREET - 11 - ACS2012-PAI-PGM-0160_Laser.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126971";"ZONING – 2 LASER STREET";"2487";"126971";"40215"
"219";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40216";"OFFICIAL PLAN AMENDMENT - DELETE REQUIREMENT FOR S - 12 - ACS2012-PAI-PGM-0169_Sidewalk.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126972";"OFFICIAL PLAN AMENDMENT - DELETE REQUIREMENT FOR SIDEWALK ON ONE SIDE OF MADRID AVENUE, WATERLILLY WAY AND KENTON AVENUE";"2487";"126972";"40216"
"220";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40217";"DEMOLITION CONTROL – 2781, 2791, 2797 BASELINE ROA - 13 - ACS2012-PAI-PGM-0162_Baseline.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126973";"DEMOLITION CONTROL – 2781, 2791, 2797 BASELINE ROAD";"2487";"126973";"40217"
"221";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40218";"FRONT–ENDING AGREEMENT – STORMWATER TREATMENT CHAM - 14 - ACS2012-PAI-PGM-0164_Stormwater.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126974";"FRONT–ENDING AGREEMENT – STORMWATER TREATMENT CHAMBERS, RIVERSIDE SOUTH COMMUNITY";"2487";"126974";"40218"
"222";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40219";"SOURCE WATER PROTECTION ISSUES AND ACTIONS 2012 - 15 - ACS2012-PAI-PGM-0186_Source Water.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126975";"SOURCE WATER PROTECTION ISSUES AND ACTIONS 2012";"2487";"126975";"40219"
"223";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40220";"STATEMENT OF WORK TO REVIEW AND UPDATE THE TRANSPO - 01 - ACS2012-PAI-PGM-0139 Statement of Work.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126976";"STATEMENT OF WORK TO REVIEW AND UPDATE THE TRANSPORTATION MASTER PLAN, OTTAWA PEDESTRIAN PLAN AND OTTAWA CYCLING PLAN";"2487";"126976";"40220"
"224";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40221";"PRESTON STREET RECONSTRUCTION – MANAGEMENT OF GATE - 02 - ACS2012-CMR-TRC-0011 - Preston Street Reconstruction.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126978";"PRESTON STREET RECONSTRUCTION – MANAGEMENT OF GATEWAY FEATURE AND ON-STREET RETROFITS";"2487";"126978";"40221"
"225";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40222";"RIDEAU STREET STREETSCAPING IMPROVEMENTS - 03 - ACS2012-CMR-TRC-0012 Rideau Street Streetscaping Improvements.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126979";"RIDEAU STREET STREETSCAPING IMPROVEMENTS";"2487";"126979";"40222"
"226";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40223";"PETITION FOR DRAINAGE WORKS – 1566 AND 1600 STAGEC - 01 - ACS2012-COS-ESD-0016 1566 Stagecoach Road Petition.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126980";"PETITION FOR DRAINAGE WORKS – 1566 AND 1600 STAGECOACH ROAD";"2487";"126980";"40223"
"227";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40224";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GR - 02 - ACS2012-PAI-PGM-0156 OP Amend Greenbank Rd.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126981";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GREENBANK ROAD ";"2487";"126981";"40224"
"228";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40225";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GR - 02 - Draft Minute Extract.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126981";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GREENBANK ROAD ";"2487";"126981";"40225"
"229";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40226";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GR - 02 - Revised Document 1 Greenbank_3772and3872_v3.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126981";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GREENBANK ROAD ";"2487";"126981";"40226"
"230";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40227";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GR - 02 - Revised Map OPA Greenbank.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126981";"OFFICIAL PLAN AMENDMENT - PART OF 3772 AND 3872 GREENBANK ROAD ";"2487";"126981";"40227"
"231";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40228";"ZONING - PART OF 1735 OLD CARP ROAD - 03 - ACS2012-PAI-PGM-0148 Zoning - Old Carp Road.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126982";"ZONING - PART OF 1735 OLD CARP ROAD";"2487";"126982";"40228"
"232";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40229";"ZONING – 2985 MOODIE DRIVE - 04 - ACS2012-PAI-PGM-0145 2985 Moodie Dr.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126983";"ZONING – 2985 MOODIE DRIVE";"2487";"126983";"40229"
"233";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40230";"ZONING – 5576 FAULKNER TRAIL AND 5585 FALLOWFIELD  - 05 - ACS2012-PAI-PGM-0144 Zoning - Faulkner Trail.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126984";"ZONING – 5576 FAULKNER TRAIL AND 5585 FALLOWFIELD ROAD";"2487";"126984";"40230"
"234";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40231";"ZONING – 5576 FAULKNER TRAIL AND 5585 FALLOWFIELD  - 05 - Draft Minute Extract.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126984";"ZONING – 5576 FAULKNER TRAIL AND 5585 FALLOWFIELD ROAD";"2487";"126984";"40231"
"235";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40232";"ZONING – 8635 RUSSEL ROAD - 06 - ACS2012-PAI-PGM-0146 Russell Road.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126985";"ZONING – 8635 RUSSEL ROAD";"2487";"126985";"40232"
"236";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40233";"CRIME PREVENTION OTTAWA BOARD OF DIRECTORS NOMINAT - 01 - ACS2012-CMR-CPS-0008 - CPO Board Nominations.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126986";"CRIME PREVENTION OTTAWA BOARD OF DIRECTORS NOMINATIONS AND EXPANSION";"2487";"126986";"40233"
"237";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40234";"COMMEMORATIVE NAMING PROPOSAL – HOWARD DARWIN CENT - 02 - ACS2012-CMR-CCB-0042 - CN Howard Darwin.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126987";"COMMEMORATIVE NAMING PROPOSAL – HOWARD DARWIN CENTENNIAL ARENA";"2487";"126987";"40234"
"238";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40235";"COMMEMORATIVE NAMING PROPOSAL – “LALANDE CONSERVAT - 03 - ACS2012-CMR-CCB-0045 - Lalande Conservation Park.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126988";"COMMEMORATIVE NAMING PROPOSAL – “LALANDE CONSERVATION PARK”";"2487";"126988";"40235"
"239";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40236";"COMMEMORATIVE NAMING PROPOSAL – “LINDA DUNN PARK” - 04 - ACS2012-CMR-CCB-0044 - CN Linda Dunn.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126989";"COMMEMORATIVE NAMING PROPOSAL – “LINDA DUNN PARK”";"2487";"126989";"40236"
"240";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40237";"COMMEMORATIVE NAMING PROPOSAL – “PATRICK BERGIN PA - 05 - ACS2012-CMR-CCB-0043 - CN Patrick Bergin.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126990";"COMMEMORATIVE NAMING PROPOSAL – “PATRICK BERGIN PARK”";"2487";"126990";"40237"
"241";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40238";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUA - 01 - Transmittal Report - Quarterly Performance Report to Council Q1 2012_EN_FINAL[1].pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126991";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 – MARCH 31, 2012";"2487";"126991";"40238"
"242";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40239";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUA - 01 - Transmittal Report - Quarterly Performance Report to Council Q1 2012_FR_Final[1].pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126991";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 – MARCH 31, 2012";"2487";"126991";"40239"
"243";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40240";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUA - 01a - REVISED Quarterly Report Q1 2012_English.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126991";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 – MARCH 31, 2012";"2487";"126991";"40240"
"244";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40241";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUA - 01a - REVISED - Quarterly Report Q1 2012_French.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126991";"QUARTERLY PERFORMANCE REPORT TO COUNCIL, Q1: JANUARY 1 – MARCH 31, 2012";"2487";"126991";"40241"
"245";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40242";"APPOINTMENTS TO THE WELLINGTON WEST BUSINESS IMPRO - 01 - Wellington West BIA appointments.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126992";"APPOINTMENTS TO THE WELLINGTON WEST BUSINESS IMPROVEMENT AREA BOARD OF MANAGEMENT";"2487";"126992";"40242"
"246";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40243";"INTENT TO DESIGNATE SUNNYSIDE VILLAGE OLD OTTAWA S - 02 - INTENT TO DESIGNATE SUNNYSIDE VILLAGE OLD OTTAWA SOUTH BUSINESS IMPROVEMENT AREA (BIA).pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126993";"INTENT TO DESIGNATE SUNNYSIDE VILLAGE OLD OTTAWA SOUTH BUSINESS IMPROVEMENT AREA (BIA)";"2487";"126993";"40243"
"247";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40244";"INTENT TO DESIGNATE KANATA NORTH BUSINESS PARK BUS - 03 - INTENT TO DESIGNATE KANATA NORTH BUSINESS PARK BUSINESS IMPROVEMENT AREA (BIA).pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126994";"INTENT TO DESIGNATE KANATA NORTH BUSINESS PARK BUSINESS IMPROVEMENT AREA (BIA)";"2487";"126994";"40244"
"248";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40245";"OTTAWA REGIONAL CANCER FOUNDATION LOAN REPAYMENT E - 04 - Report-Ottawa Regional Cancer Foundation Loan Extension.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126995";"OTTAWA REGIONAL CANCER FOUNDATION LOAN REPAYMENT EXTENSION";"2487";"126995";"40245"
"249";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40246";"DELEGATION OF AUTHORITY – CONTRACTS AWARDED FOR TH - 05 - Q1 2012 DOA Report Cover (FEDCO & Council) - Jun 19.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126996";"DELEGATION OF AUTHORITY – CONTRACTS AWARDED FOR THE PERIOD JANUARY 1, 2012 TO MARCH 31, 2012";"2487";"126996";"40246"
"250";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40247";"DELEGATION OF AUTHORITY – CONTRACTS AWARDED FOR TH - 05a - FINAL- Q1 2012 DOA.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126996";"DELEGATION OF AUTHORITY – CONTRACTS AWARDED FOR THE PERIOD JANUARY 1, 2012 TO MARCH 31, 2012";"2487";"126996";"40247"
"251";"http://app05.ottawa.ca/sirepub/view.aspx?cabinet=published_meetings&fileid=40248";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – CITY - 06 - 2012 FEDCo Capital Adjustments & Closure report.pdf";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=126997";"CAPITAL ADJUSTMENTS AND CLOSING OF PROJECTS – CITY TAX AND RATE SUPPORTED";"2487";"126997";"40248"
